PID = 373, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.25, SNR = -4.25, CBR = 7151.29 bps
PID = 374, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7151.29 bps
PID = 375, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.25, SNR = -3.25, CBR = 7171.14 bps
PID = 376, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.75, SNR = -3.75, CBR = 7172.46 bps
PID = 377, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7065.26 bps
PID = 378, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7067.83 bps
PID = 379, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.25, SNR = -3.25, CBR = 7177.78 bps
PID = 380, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -2.50, CBR = 7155.25 bps
PID = 381, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7152.61 bps
PID = 382, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -3.50, CBR = 7169.81 bps
PID = 383, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -4.00, CBR = 7161.86 bps
PID = 384, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.25, SNR = -4.25, CBR = 7054.97 bps
PID = 385, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -3.25, CBR = 7054.97 bps
PID = 386, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.00, SNR = -4.00, CBR = 7164.51 bps
PID = 387, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -3.25, CBR = 7134.18 bps
PID = 388, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -3.75, CBR = 7147.34 bps
PID = 389, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -3.25, CBR = 7175.12 bps
PID = 390, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.75, SNR = -3.75, CBR = 7175.12 bps
PID = 391, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.50, SNR = -1.50, CBR = 7063.97 bps
PID = 392, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7063.97 bps
PID = 393, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.00, SNR = -2.00, CBR = 7172.46 bps
PID = 394, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -3.25, CBR = 7151.29 bps
PID = 395, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -2.25, CBR = 7153.93 bps
PID = 396, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.00, SNR = -3.00, CBR = 7175.12 bps
PID = 397, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.00, SNR = -3.00, CBR = 7161.86 bps
PID = 398, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.00, SNR = -2.00, CBR = 7052.40 bps
PID = 399, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -3.50, CBR = 7051.12 bps
PID = 400, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7144.70 bps
PID = 401, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.50, SNR = -2.50, CBR = 7128.93 bps
PID = 402, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -2.25, CBR = 7136.81 bps
PID = 403, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -4.00, CBR = 7176.45 bps
PID = 404, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7164.51 bps
PID = 405, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7056.25 bps
PID = 406, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -3.50, CBR = 7062.68 bps
PID = 407, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.00, SNR = -4.00, CBR = 7093.70 bps
PID = 408, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.75, SNR = -3.75, CBR = 7067.83 bps
PID = 409, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.00, SNR = -2.00, CBR = 7069.12 bps
PID = 410, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.00, SNR = -2.00, CBR = 7175.12 bps
PID = 411, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -2.50, CBR = 7175.12 bps
PID = 412, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -3.50, CBR = 7067.83 bps
PID = 413, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.00, SNR = -3.00, CBR = 7062.68 bps
PID = 414, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -2.50, CBR = 7153.93 bps
PID = 415, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -2.25, CBR = 7131.55 bps
PID = 416, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7144.70 bps
PID = 417, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -5.00, CBR = 7188.43 bps
PID = 418, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -3.25, CBR = 7188.43 bps
PID = 419, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -3.50, CBR = 7097.60 bps
PID = 420, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -4.00, CBR = 7092.41 bps
PID = 421, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.75, SNR = -1.75, CBR = 7200.45 bps
PID = 422, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.25, SNR = -4.25, CBR = 7159.22 bps
PID = 423, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.25, SNR = -3.25, CBR = 7171.14 bps
PID = 424, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -3.75, CBR = 7196.44 bps
PID = 425, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.75, SNR = -3.75, CBR = 7199.11 bps
PID = 426, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.00, SNR = -4.00, CBR = 7169.81 bps
PID = 427, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -4.50, CBR = 7169.81 bps
PID = 428, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -4.75, CBR = 7280.24 bps
PID = 429, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.25, SNR = -4.25, CBR = 7171.14 bps
PID = 430, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -4.50, CBR = 7171.14 bps
PID = 431, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -3.50, CBR = 7181.77 bps
PID = 432, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -5.00, CBR = 7188.43 bps
PID = 433, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7093.70 bps
PID = 434, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -4.75, CBR = 7093.70 bps
PID = 435, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -3.75, CBR = 7203.12 bps
PID = 436, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -3.75, CBR = 7159.22 bps
PID = 437, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7159.22 bps
PID = 438, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -3.50, CBR = 7179.11 bps
PID = 439, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -3.25, CBR = 7180.44 bps
PID = 440, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -2.50, CBR = 7071.70 bps
PID = 441, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -110.75, SNR = -1.75, CBR = 7060.11 bps
PID = 442, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.75, SNR = -1.75, CBR = 7168.49 bps
PID = 443, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.50, SNR = -2.50, CBR = 7143.38 bps
PID = 444, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -2.50, CBR = 7144.70 bps
PID = 445, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.00, SNR = -3.00, CBR = 7159.22 bps
PID = 446, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -4.50, CBR = 7156.57 bps
PID = 447, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.75, SNR = -2.75, CBR = 7047.27 bps
PID = 448, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 7049.84 bps
PID = 449, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.00, SNR = -3.00, CBR = 7140.75 bps
PID = 450, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -3.50, CBR = 7128.93 bps
PID = 451, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -2.50, CBR = 7128.93 bps
PID = 452, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.25, SNR = -3.25, CBR = 7175.12 bps
PID = 453, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -4.50, CBR = 7175.12 bps
PID = 454, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -4.00, CBR = 7066.54 bps
PID = 455, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.75, SNR = -4.75, CBR = 7066.54 bps
PID = 456, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -5.75, CBR = 7115.84 bps
PID = 457, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -4.75, CBR = 7097.60 bps
PID = 458, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -111.50, SNR = -3.50, CBR = 7100.20 bps
PID = 459, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -5.00, CBR = 7181.77 bps
PID = 460, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -4.75, CBR = 7192.43 bps
PID = 461, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -4.50, CBR = 7083.33 bps
PID = 462, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -3.75, CBR = 7083.33 bps
PID = 463, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -4.75, CBR = 7083.33 bps
PID = 464, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -3.50, CBR = 7056.25 bps
PID = 465, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -3.75, CBR = 7054.97 bps
PID = 466, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -3.50, CBR = 7164.51 bps
PID = 467, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.75, SNR = -2.75, CBR = 7164.51 bps
PID = 468, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -6.75, CBR = 7072.99 bps
PID = 469, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.00, SNR = -7.00, CBR = 7037.04 bps
PID = 470, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -3.50, CBR = 7012.85 bps
PID = 471, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -3.00, CBR = 6969.97 bps
PID = 472, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.00, SNR = -3.00, CBR = 6968.72 bps
PID = 473, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -3.50, CBR = 7074.28 bps
PID = 474, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -4.25, CBR = 7075.58 bps
PID = 475, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.25, SNR = -4.25, CBR = 7025.56 bps
PID = 476, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.25, SNR = -3.25, CBR = 7023.01 bps
PID = 477, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -4.50, CBR = 7019.20 bps
PID = 478, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -4.75, CBR = 6940.02 bps
PID = 479, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -4.00, CBR = 6940.02 bps
PID = 480, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.50, SNR = -4.50, CBR = 7044.71 bps
PID = 481, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.00, SNR = -5.00, CBR = 7044.71 bps
PID = 482, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.00, SNR = -5.00, CBR = 7044.71 bps
PID = 483, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -3.50, CBR = 7060.11 bps
PID = 484, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.00, SNR = -4.00, CBR = 7061.40 bps
PID = 485, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -3.75, CBR = 6953.71 bps
PID = 486, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.25, SNR = -4.25, CBR = 6956.21 bps
PID = 487, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -3.50, CBR = 7012.85 bps
PID = 488, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.00, SNR = -4.00, CBR = 7049.84 bps
PID = 489, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.75, SNR = -4.75, CBR = 7074.28 bps
PID = 490, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -4.75, CBR = 7148.65 bps
PID = 491, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -4.50, CBR = 7149.97 bps
PID = 492, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -115.00, SNR = -5.00, CBR = 7040.87 bps
PID = 493, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.75, SNR = -3.75, CBR = 7040.87 bps
PID = 494, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.50, SNR = -4.50, CBR = 7149.97 bps
PID = 495, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -113.50, SNR = -4.50, CBR = 7152.61 bps
PID = 496, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -112.75, SNR = -3.75, CBR = 7156.57 bps
PID = 497, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.50, SNR = -4.50, CBR = 7180.44 bps
PID = 498, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -115.50, SNR = -4.50, CBR = 7179.11 bps
PID = 499, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.25, SNR = -4.25, CBR = 7072.99 bps
PID = 500, Lat = -33.96, Lng = 18.41, Alt = 1117.00, Dist = 122.03 km, RSSI = -114.00, SNR = -4.00, CBR = 7074.28 bps
