lat,lng,alt,snr
-34.0743,18.6882,4232.3,28.3
-34.0745,18.6884,4237.5,28.7
-34.0746,18.6885,4243,28.7
-34.0748,18.6886,4247.7,27.7
-34.075,18.6888,4253.3,28.1
-34.0751,18.6889,4258.2,28.3
-34.0753,18.6891,4263.7,28.3
-34.0754,18.6892,4270,27.4
-34.0756,18.6893,4275.8,28.7
-34.0758,18.6894,4281.5,28.7
-34.0759,18.6896,4287,28.5
-34.0761,18.6897,4292.5,28.5
-34.0762,18.6899,4296.7,29.1
-34.0764,18.6901,4300.9,29.1
-34.0766,18.6902,4305.5,29
-34.0767,18.6904,4310.5,27.2
-34.0769,18.6905,4315.8,28.1
-34.0771,18.6907,4320.5,28.1
-34.0773,18.6908,4324.8,28
-34.0774,18.691,4329.8,27.8
-34.0775,18.6911,4335.1,27.8
-34.0777,18.6912,4340.3,26.1
-34.0779,18.6914,4345.6,25.4
-34.078,18.6915,4351,28.4
-34.0782,18.6917,4355.7,28.4
-34.0784,18.6918,4360.4,26.9
-34.0786,18.6919,4365.5,28
-34.0788,18.6921,4370,28.7
-34.0789,18.6922,4375,28.7
-34.0791,18.6924,4380.5,28.6
-34.0792,18.6925,4386.2,27.4
-34.0794,18.6927,4390.9,26.2
-34.0796,18.6928,4395.6,25.6
-34.0797,18.693,4400.7,26.3
-34.0799,18.6931,4405.6,27.1
-34.0801,18.6933,4410,27.6
-34.0803,18.6934,4415,27.6
-34.0804,18.6935,4420.9,26.9
-34.0806,18.6937,4426.4,26.5
-34.0808,18.6938,4431.9,26.5
-34.0809,18.694,4436.9,27.3
-34.0811,18.6941,4441.9,26.2
-34.0813,18.6943,4446.6,27.7
-34.0815,18.6944,4451.8,27.7
-34.0816,18.6945,4457.6,27.8
-34.0818,18.6946,4463.4,27.8
-34.082,18.6948,4468.2,25.1
-34.0822,18.6949,4472.7,26.3
-34.0823,18.6951,4477.6,26.7
-34.0825,18.6952,4482.5,26.7
-34.0826,18.6954,4487.4,25
-34.0828,18.6956,4492.4,24.3
-34.083,18.6957,4496.9,26.9
-34.0832,18.6959,4500.8,26.9
-34.0833,18.696,4504.9,26.4
-34.0835,18.6962,4509.6,26.4
-34.0836,18.6963,4514,24.8
-34.0838,18.6965,4517.9,24.8
-34.084,18.6966,4521.1,25.8
-34.0841,18.6967,4524.8,25.8
-34.0843,18.6969,4529.4,25.7
-34.0844,18.697,4534,25.7
-34.0846,18.6971,4538,26.8
-34.0848,18.6973,4542.2,26.8
-34.0849,18.6975,4547,25.4
-34.085,18.6976,4551.5,25.4
-34.0852,18.6978,4556.2,23.9
-34.0854,18.6979,4561.2,24.2
-34.0856,18.698,4567.2,25.3
-34.0857,18.6982,4572.8,25.4
-34.0859,18.6983,4578.5,25.4
-34.0861,18.6985,4585,24.7
-34.0862,18.6987,4591.1,26.3
-34.0864,18.6988,4596.2,26.3
-34.0866,18.699,4602,25.2
-34.0867,18.6992,4607.5,24.3
-34.0869,18.6994,4612.7,24.3
-34.0871,18.6995,4618,25.1
-34.0873,18.6997,4622.8,25.1
-34.0874,18.6998,4627.9,25.4
-34.0876,18.7,4632.5,25.5
-34.0878,18.7001,4637.3,25.5
-34.088,18.7003,4641.8,25.4
-34.0882,18.7005,4646.1,25.4
-34.0883,18.7006,4649.7,26.2
-34.0885,18.7008,4654,26.2
-34.0887,18.7009,4658.6,25.9
-34.0889,18.7011,4663.9,25.9
-34.0891,18.7012,4668.9,24.2
-34.0892,18.7014,4673.2,24.2
-34.0894,18.7016,4677.7,25.8
-34.0896,18.7018,4682,23.7
-34.0898,18.702,4685.5,24
-34.09,18.7022,4689.7,24
-34.0901,18.7024,4694.2,25.4
-34.0903,18.7025,4698.8,25.4
-34.0905,18.7027,4703.3,25
-34.0907,18.7029,4708.4,24.1
-34.0909,18.703,4714,24.9
-34.0911,18.7032,4718.8,24.9
-34.0913,18.7034,4724.6,25.7
-34.0914,18.7035,4730.7,25.8
-34.0916,18.7037,4736,25.8
-34.0918,18.7039,4741.5,25.8
-34.0919,18.7041,4747.5,24.9
-34.0921,18.7043,4754.7,24.4
-34.0923,18.7045,4761.1,23.1
-34.0925,18.7047,4767.5,23.1
-34.0927,18.7049,4773.8,23.5
-34.0929,18.7051,4780.8,24.6
-34.0931,18.7053,4787.3,24.6
-34.0932,18.7054,4793.4,26.1
-34.0934,18.7056,4799.6,26.1
-34.0935,18.7058,4805.8,24.6
-34.0937,18.706,4810.6,23.1
-34.0938,18.7062,4814.5,23.1
-34.094,18.7064,4818.3,22.4
-34.0942,18.7066,4822.9,23.5
-34.0944,18.7068,4827.7,23.5
-34.0945,18.707,4832.4,22.8
-34.0947,18.7072,4837,22.8
-34.0949,18.7074,4841.7,23.2
-34.0951,18.7076,4847.3,23.8
-34.0952,18.7078,4851.8,23.8
-34.0954,18.708,4856.9,21.8
-34.0956,18.7082,4863.2,23.5
-34.0958,18.7084,4868.9,23.5
-34.096,18.7086,4875.3,23.7
-34.0961,18.7088,4880.8,24.3
-34.0963,18.709,4885.6,24.3
-34.0965,18.7092,4891,23.7
-34.0967,18.7094,4897.4,23.7
-34.0969,18.7096,4903,23.1
-34.097,18.7098,4909.1,23.1
-34.0972,18.71,4915.1,23.4
-34.0974,18.7102,4921,23.4
-34.0976,18.7103,4927.7,23.4
-34.0978,18.7105,4932.2,23.7
-34.0979,18.7107,4936.4,23.7
-34.0981,18.7109,4940.4,23.4
-34.0983,18.7111,4945.6,23.5
-34.0985,18.7113,4951.2,24.4
-34.0987,18.7115,4956.4,24.4
-34.0989,18.7117,4961.5,24.4
-34.099,18.7119,4967.4,24.2
-34.0992,18.7121,4972.8,22.9
-34.0994,18.7123,4977,22.9
-34.0996,18.7125,4980.9,23.5
-34.0998,18.7127,4985.3,24.6
-34.1,18.7129,4990.2,24.6
-34.1002,18.7131,4995.3,24
-34.1003,18.7133,5000.7,23.9
-34.1005,18.7135,5006.3,24.1
-34.1007,18.7136,5010.8,24.6
-34.1008,18.7138,5016.3,24.6
-34.101,18.714,5021.1,24.6
-34.1012,18.7142,5026,24.6
-34.1013,18.7144,5031.4,24.9
-34.1015,18.7145,5036.7,24.9
-34.1017,18.7147,5041.7,24.7
-34.1018,18.7149,5046.1,24.7
-34.102,18.7151,5051,24.4
-34.1022,18.7153,5056.6,26.4
-34.1023,18.7154,5062.1,26.4
-34.1025,18.7156,5067.7,26.2
-34.1027,18.7158,5073.1,26.2
-34.103,18.7161,5085.5,25.1
-34.1031,18.7163,5091.7,24.5
-34.1035,18.7166,5102.8,23.7
-34.1036,18.7168,5107.1,25
-34.1038,18.7169,5111.6,25
-34.104,18.7171,5115.9,25.3
-34.1042,18.7173,5120.8,25.3
-34.1044,18.7174,5125.4,25.1
-34.1045,18.7176,5129.2,24.3
-34.1047,18.7177,5133.3,24.8
-34.1049,18.7179,5136.7,24.8
-34.105,18.7181,5140.9,25.1
-34.1052,18.7182,5144.5,25.1
-34.1054,18.7184,5147.9,25.1
-34.1055,18.7186,5151.4,24
-34.1057,18.7188,5155.1,23.8
-34.1059,18.7189,5158.6,24.8
-34.106,18.7191,5162.6,24.8
-34.1062,18.7192,5166.4,25.2
-34.1065,18.7196,5174.2,23.8
-34.1067,18.7197,5178.1,24.4
-34.1068,18.7199,5182.1,24.6
-34.1071,18.7202,5190.3,23.8
-34.1073,18.7204,5195.6,23.8
-34.1076,18.7207,5204.3,23.9
-34.1078,18.7209,5208.7,23.4
-34.1079,18.7211,5212.9,24
-34.1082,18.7214,5222.1,23
-34.1084,18.7216,5227.4,23.9
-34.1085,18.7217,5233.5,23.9
-34.1089,18.722,5245.6,24.6
-34.109,18.7222,5250.1,24.6
-34.1092,18.7224,5255.4,24.5
-34.1095,18.7227,5264.8,23.9
-34.1096,18.7229,5269.2,22.7
-34.1097,18.723,5274.4,22.7
-34.1099,18.7232,5278.3,22.7
-34.11,18.7234,5283.7,23.6
-34.1102,18.7236,5288.4,23.6
-34.1104,18.7237,5292.9,22.9
-34.1105,18.7239,5297.3,22.9
-34.1107,18.7241,5301.2,23
-34.111,18.7244,5309.5,23
-34.1111,18.7246,5313.3,22.8
-34.1114,18.725,5320.8,23.4
-34.1116,18.7251,5324.5,23.2
-34.1118,18.7253,5328.3,22.9
-34.1121,18.7256,5336.1,23.2
-34.1122,18.7258,5340.2,23.2
-34.1124,18.7259,5344.7,22.7
-34.1127,18.7262,5352.5,22.8
-34.1128,18.7264,5356.2,22.8
-34.113,18.7266,5359.9,23
-34.1132,18.7267,5363.4,23.7
-34.1133,18.7269,5367.3,23.7
-34.1135,18.7271,5370.8,22.1
-34.1136,18.7273,5374.8,22.1
-34.1138,18.7275,5378.2,21.8
-34.1139,18.7276,5381.3,23.1
-34.1141,18.7278,5385.1,23.1
-34.1142,18.728,5388.9,21.6
-34.1143,18.7282,5393.1,20.5
-34.1145,18.7283,5397.3,20.5
-34.1147,18.7285,5401.5,21.1
-34.1148,18.7287,5405.7,21.7
-34.115,18.7288,5409.6,21.7
-34.1151,18.729,5412.8,21.7
-34.1153,18.7292,5416.4,21.3
-34.1155,18.7294,5420.5,22.2
-34.1156,18.7296,5424.5,22.2
-34.1157,18.7298,5428.1,21.4
-34.1159,18.7299,5431.4,21.4
-34.1161,18.7301,5434.9,19.9
-34.1162,18.7303,5438.5,21.7
-34.1164,18.7305,5442.1,21.7
-34.1166,18.7307,5446.4,21.7
-34.1167,18.7309,5450.8,21.5
-34.1169,18.731,5455.3,21
-34.1171,18.7312,5459.6,20.3
-34.1172,18.7314,5464.4,20.2
-34.1174,18.7316,5469.2,22.4
-34.1175,18.7318,5474,22.4
-34.1177,18.7319,5479,22.4
-34.1179,18.7321,5483.4,20.7
-34.118,18.7323,5488.6,21.9
-34.1182,18.7325,5494.2,21.9
-34.1184,18.7327,5499.7,21.3
-34.1185,18.7329,5504.9,21.4
-34.1187,18.7331,5509.4,22.9
-34.1188,18.7333,5514.1,22.9
-34.119,18.7335,5519.6,22.3
-34.1191,18.7337,5525,20.9
-34.1193,18.7338,5530.8,20.9
-34.1194,18.734,5536.1,21.5
-34.1196,18.7342,5540.8,21.8
-34.1198,18.7344,5546.4,21.6
-34.1199,18.7346,5551.5,21.6
-34.1201,18.7348,5557.8,21.1
-34.1202,18.735,5563.6,22.3
-34.1204,18.7352,5568.7,22.3
-34.1205,18.7354,5573.1,21.3
-34.1207,18.7356,5577.5,20.9
-34.1208,18.7358,5581.6,21.5
-34.121,18.736,5586.1,21.6
-34.1211,18.7362,5589.9,21.7
-34.1213,18.7363,5593.3,21.7
-34.1214,18.7365,5597.3,21.6
-34.1216,18.7367,5601.2,21.6
-34.1217,18.737,5605.6,21.4
-34.1219,18.7372,5610.2,21.4
-34.1221,18.7374,5614.4,21.4
-34.1222,18.7376,5618.7,20.9
-34.1224,18.7378,5622.8,21.1
-34.1225,18.7379,5628.6,21.1
-34.1227,18.7381,5633.4,21.2
-34.1228,18.7384,5639.4,21.2
-34.123,18.7386,5644.3,20.4
-34.1231,18.7388,5648.6,20.4
-34.1233,18.739,5652.7,20.2
-34.1235,18.7392,5656.5,21
-34.1237,18.7394,5661,21
-34.1238,18.7396,5665,20.9
-34.124,18.7398,5668.6,20.1
-34.1241,18.74,5672.5,18
-34.1243,18.7402,5677.4,18
-34.1245,18.7404,5682.2,16.8
-34.1246,18.7406,5686,17.4
-34.1248,18.7408,5689.4,17.4
-34.1249,18.741,5693.5,17.1
-34.1251,18.7413,5697.2,16.7
-34.1253,18.7415,5701.5,17.2
-34.1254,18.7417,5706.1,17.2
-34.1256,18.7419,5710.5,17.9
-34.1257,18.7421,5715.3,17.9
-34.1259,18.7423,5720.4,17.6
-34.126,18.7425,5725,18.7
-34.1262,18.7427,5730.6,18.7
-34.1264,18.7429,5735.5,18.8
-34.1265,18.7432,5741.3,18.8
-34.1267,18.7434,5748,18.6
-34.1268,18.7436,5754.3,18.2
-34.127,18.7438,5759.8,19.4
-34.1271,18.7441,5765,19.4
-34.1273,18.7443,5769.5,18.6
-34.1275,18.7445,5774.5,18.6
-34.1276,18.7447,5778.6,19.4
-34.1278,18.7449,5784,19.4
-34.128,18.7451,5788.8,20.9
-34.1282,18.7453,5793.9,20.9
-34.1283,18.7455,5799.5,20.9
-34.1285,18.7458,5804.3,20.9
-34.1287,18.746,5809.3,20.1
-34.1288,18.7462,5814.5,22.2
-34.129,18.7464,5818.8,22.2
-34.1292,18.7466,5824.2,23.1
-34.1293,18.7468,5828.7,23.1
-34.1295,18.7471,5833.6,21
-34.1297,18.7473,5839.2,21
-34.1299,18.7475,5844.9,21
-34.13,18.7477,5850.6,20.9
-34.1302,18.7479,5854.5,21.5
-34.1304,18.7481,5859.3,21.5
-34.1306,18.7484,5863.4,21.8
-34.1307,18.7486,5867.6,21.9
-34.1309,18.7488,5872.9,21.9
-34.131,18.749,5876.9,20.4
-34.1312,18.7492,5881.5,20.4
-34.1313,18.7494,5886.6,20.4
-34.1315,18.7497,5892.8,19.5
-34.1317,18.7499,5898.4,20.1
-34.1318,18.7501,5903.7,20.1
-34.132,18.7504,5909.7,20
-34.1322,18.7506,5915.2,19.8
-34.1323,18.7508,5920.3,19.8
-34.1325,18.751,5926.3,19.8
-34.1327,18.7512,5931.3,19
-34.1328,18.7514,5937.1,19.7
-34.133,18.7517,5942,19.3
-34.1332,18.7519,5947,18.9
-34.1334,18.7521,5952.2,20
-34.1336,18.7524,5957.5,20
-34.1338,18.7526,5962.8,19.7
-34.1339,18.7529,5967.4,20.7
-34.1341,18.7531,5972.7,20.7
-34.1343,18.7533,5976,19.9
-34.1344,18.7536,5980.2,18.7
-34.1346,18.7538,5984.8,18.7
-34.1348,18.7541,5988.6,18
-34.135,18.7543,5993.1,18.9
-34.1352,18.7546,5997.3,19.2
-34.1354,18.7548,6000,19.2
-34.1356,18.755,6003.8,18.6
-34.1358,18.7553,6007.2,18.5
-34.1359,18.7555,6010.9,18.5
-34.1361,18.7557,6014.5,17.3
-34.1363,18.756,6018.1,16.5
-34.1365,18.7562,6021.3,16.1
-34.1366,18.7565,6024.6,16
-34.1368,18.7567,6028.3,16.2
-34.137,18.7569,6031.4,16.2
-34.1372,18.7572,6035.5,16.9
-34.1374,18.7574,6039.3,18.1
-34.1376,18.7577,6043.7,18.1
-34.1378,18.7579,6048.7,17.2
-34.138,18.7582,6053.1,17.2
-34.1381,18.7584,6057.9,16.6
-34.1383,18.7587,6062.4,17.2
-34.1385,18.759,6066,18.5
-34.1387,18.7592,6070.3,19.4
-34.1389,18.7595,6074.5,19.5
-34.1391,18.7597,6077.7,19.5
-34.1393,18.7599,6080.8,19.2
-34.1395,18.7602,6084.4,19.2
-34.1396,18.7605,6088.9,18.2
-34.1398,18.7607,6093,20.4
-34.14,18.761,6096.8,20.4
-34.1402,18.7613,6101.8,20.4
-34.1404,18.7615,6106.2,20.3
-34.1406,18.7618,6109.8,19.6
-34.1407,18.7621,6114,19.3
-34.1409,18.7623,6119.6,19.3
-34.1411,18.7626,6125.6,19.3
-34.1413,18.7628,6130.7,20.1
-34.1415,18.7631,6135.7,20.3
-34.1418,18.7634,6139.6,20.4
-34.142,18.7637,6144.4,20.4
-34.1422,18.7639,6148.9,21
-34.1423,18.7642,6152.8,21
-34.1425,18.7644,6156.9,20.4
-34.1427,18.7647,6161.4,18.1
-34.1429,18.765,6165.7,18.1
-34.1431,18.7652,6169,18.4
-34.1433,18.7655,6172.4,18.4
-34.1437,18.7661,6180,18.4
-34.1439,18.7664,6184.6,16.9
